Gene,IN,NN,PN,PP
1552315_at,-1.935505e-05,-0.0032484222,0.0014660463,0.0010958704
1552316_a_at,0.008336965,2.5188465e-05,0.0032042847,0.003742623
1552318_at,0.00072260835,-0.0036358708,0.0064577432,-0.006914752
1552319_a_at,-0.0070019825,-0.004338423,-0.0024630236,-0.004396426
1552320_a_at,0.0014434572,0.0076931524,0.0013851338,-0.002173736
1552321_a_at,0.00036888153,-0.0065293503,-0.0018625389,0.0071979575
1552322_at,-0.0059792586,0.0068433112,-0.005467735,-0.0059230085
1552323_s_at,-0.0069238287,-0.006755771,0.0020070677,0.0063049938
1552325_at,0.005849058,0.0046912027,-0.005898958,0.0051983655
1552326_a_at,0.006444265,-0.0013702668,0.005123898,0.0065625496
1552327_at,0.002898932,0.007321611,0.00056825916,0.0057490333
1552329_at,0.00026087835,-0.0074074254,-0.0058338814,0.005520315
1552330_at,0.0014426982,-0.00051970355,-0.0032842034,-0.0069931853
1552332_at,0.0034256333,0.0024511903,-0.007468368,0.0020967054
1552334_at,-0.0024089382,0.0052474733,0.002859367,0.0016753987
1552335_at,-0.0016601416,-0.0068189767,0.0068696453,-0.0029787715
1552337_s_at,-0.002190931,-0.0035840326,0.0036700284,0.0034838885
1552338_at,-0.0033049665,-0.0077742334,-0.003139579,0.00093718426
1552340_at,-0.0027584794,-0.001112024,0.0021557873,0.0018424891
1552343_s_at,0.0013764331,0.0032536385,0.0027051903,0.0047917836
1552344_s_at,0.00071009697,0.004054901,0.0021787467,0.0010356179
1552347_at,-0.0030816658,0.0052664527,0.0050883535,-0.0044422573
1552348_at,0.0045845257,-0.0039707003,0.0025765114,0.007942818
1552349_a_at,-0.004218755,-0.00034963436,0.007552195,-0.005662108
1552354_at,-0.003917365,-0.005909302,-0.0013419511,0.0012375902
1552355_s_at,0.0046589472,-0.00643613,0.006749714,-0.0031792135
1552359_at,0.004565732,-0.0065424414,0.0021342777,0.0034998646
1552360_a_at,-0.006809969,-0.0020402602,9.268314e-05,0.0017428161
1552362_a_at,0.0009433042,0.0023042664,0.0039654584,-0.006504074
1552364_s_at,0.002826309,0.0035073066,0.0031076842,0.003219236
1552365_at,-0.0075513045,-0.0013016937,0.0012949839,-0.0040440876
1552367_a_at,0.0030188328,0.005157212,0.00039427067,0.0038182875
1552368_at,-0.0036420461,0.006287914,-0.0031495756,-0.00601517
1552370_at,0.005763855,-0.0052769356,-0.00635624,0.003272741
1552372_at,0.005938027,-0.0040100096,-0.0049276655,-0.0057971515
1552373_s_at,-0.0032109586,0.00060394814,-0.0043394864,-0.0049996036
1552375_at,-0.0033211554,0.0029421079,0.0019836775,0.0059658997
1552377_s_at,0.0014405607,-0.0029276698,0.0025401183,0.00088720385
1552378_s_at,0.002499306,0.00047717048,0.0039204485,0.002920631
1552379_at,-0.007239191,-0.0074808765,0.007739098,0.0037253222
1552381_at,-0.0018330456,0.005848048,0.00023382765,0.007996094
1552383_at,-0.0010401558,-0.0026605164,0.0020958532,0.0002788162
1552384_a_at,0.0014099486,-0.0031286706,0.0019457851,0.0065573747
1552386_at,-0.0015040655,0.0019871127,-0.0021799447,0.00013481313
1552388_at,0.005998712,-0.0031098432,0.0074551925,0.0024558776
1552389_at,-0.002958916,-0.004693512,0.0040595545,9.455181e-05
1552390_a_at,-0.0006888213,-0.006128004,0.0049403687,-0.0062460327
1552391_at,-0.004318333,-0.0038052811,-0.0059352363,0.006764888
1552393_at,-0.0042423215,-0.0055169514,0.0068136286,-0.0015039445
1552394_a_at,-0.00025543748,-0.00066099793,0.0019615584,-0.00047648652
1552395_at,-0.003913248,0.0068614827,-0.000693416,-0.0010467395
1552396_at,0.0017934792,-0.0065957527,-0.0060173785,-0.0056462185
1552398_a_at,-0.00022599591,0.0028435877,0.0049875486,-0.004995502
1552399_a_at,-0.0032882341,-0.0010698898,0.0005177521,-0.0042703985
1552400_a_at,3.327919e-05,-0.0016512593,-0.004351005,0.005058785
1552401_a_at,-0.002326758,0.0009766079,0.0065217083,-0.0023544123
1552402_at,-0.005565086,0.0033651902,0.0012506545,0.0052761263
1552405_at,0.0059005637,-0.0037196798,-0.0054463865,-0.00048699847
1552408_at,0.0068107364,-0.0004409333,-0.005334654,-0.0061845193
1552409_a_at,-0.002452915,0.0045545404,-0.001539272,-0.0066606323
1552410_at,-0.0058854916,-0.00481382,-0.002927297,0.006961325
1552411_at,-0.0010014392,0.0038472565,-0.00055076095,0.0019738516
1552412_a_at,0.0008883581,0.0058803554,0.0039576865,0.0014198108
1552414_at,0.0026141803,-0.006414377,-0.0067324643,0.006735377
1552415_a_at,0.00011707701,-0.00067262986,-0.003278791,-0.0045601795
1552417_a_at,-0.0019379891,-0.0014458493,-0.005501903,0.0063103247
1552418_at,-0.0028334348,0.0030071172,-0.0058273766,-0.006023814
1552419_s_at,0.0066592433,-0.0025304912,-0.00022239731,0.0062792245
1552421_a_at,-0.0059911427,0.00067591923,0.0053977356,-0.0046165055
1552422_at,0.005288481,-0.0039755832,0.00029977254,0.005025419
1552423_at,0.0027587044,0.007830877,0.005022613,-0.0021929054
1552424_at,-0.0059058275,0.0043719,-0.005440289,-0.0027233944
1552425_a_at,-0.004206058,0.0045352564,0.0060699726,-0.0023752812
1552426_a_at,-0.0021358498,-0.00040713334,0.004023082,-0.0033589052
1552427_at,0.0036004665,-0.0027582243,0.004229458,0.0075126337
1552430_at,0.0055419127,0.003730147,-0.0015048034,-0.00016921654
1552432_at,-0.0036500453,0.0073638046,-0.0044940007,-0.0030846586
1552436_a_at,-5.9180253e-05,-0.0055488464,0.003373942,-0.0029285832
1552438_a_at,-0.0006971147,-0.0031818277,-0.0008203516,0.0062139356
1552439_s_at,-0.0047759246,0.0040821517,0.0017861759,0.0010166618
1552440_at,0.00035338532,0.0008880283,0.0027464847,0.006191479
1552445_a_at,0.006688296,-0.0030602543,0.00752689,-0.00019404497
1552448_a_at,-0.00601703,-0.008041594,-0.0010781931,-0.0039946665
1552449_a_at,0.0069582635,-0.006106571,-0.0007686911,0.0051308903
1552450_a_at,-0.0028343906,-0.00048489572,0.0030208298,0.0039233263
1552452_at,-0.005229413,-0.00052583957,0.0055772355,-0.0053289533
1552453_a_at,-0.0017947176,0.0008275411,0.0026528225,0.0032196934
1552455_at,0.007368,0.0058442466,0.00068890804,0.0031132011
1552456_a_at,-0.0011705423,0.0068347924,0.0074007846,0.0017144467
1552457_a_at,0.0014975831,-0.00056035,-0.0018285749,0.006707325
1552458_at,0.00739506,-0.0019769752,0.0077173924,0.006580957
1552459_a_at,0.007781921,0.0028939482,-0.0020344136,-0.004074361
1552461_at,0.004728492,0.0071136067,-0.00412497,0.0010360263
1552463_at,-0.0064829146,-0.0031502747,-0.0061399336,0.0024303521
1552466_x_at,-0.00023585591,-0.00068798265,-0.004668581,0.0029923057
1552467_at,0.004864337,0.007012167,-0.005520492,0.0054497467
1552468_a_at,-0.00068424153,-0.0005018382,-0.006317427,0.0010283295
1552470_a_at,0.001660703,-0.0040191035,-0.00345386,-3.174565e-05
1552472_a_at,0.0024500855,0.0014737728,0.0039593945,0.0066675814
1552473_at,-0.00093214464,-0.0003088218,-0.0066790017,0.0008906966
1552474_a_at,-0.002960562,-0.0043480345,0.0028193907,0.0005305817
1552476_s_at,-0.0004978903,0.0012390485,0.00018128482,0.0066256025
1552477_a_at,-0.001961295,0.0053931368,-0.0019541655,0.0011396062
1552478_a_at,-0.008221062,-0.005097463,-0.0074083717,-0.006739119
1552480_s_at,0.0072396123,0.0025718103,-0.0013179209,0.006258303
1552481_s_at,0.0032352412,-0.00076044956,-0.0072514173,-0.0019678276
1552482_at,-0.002784362,0.002106755,0.0037157023,0.0030050632
1552484_at,-0.0020534666,-0.005015652,0.002909263,-0.0037926699
1552485_at,-0.003508091,0.005029972,-0.005859609,-0.0009619944
1552486_s_at,0.0068943505,-0.0039060626,-0.00877582,0.007899237
1552487_a_at,-0.0035536292,0.0016108553,0.00097368355,-0.0040586535
1552489_s_at,0.003539797,-0.00022194725,-0.0025884116,0.0059444346
1552490_at,-0.0028175851,0.0052007255,-0.0014598295,-0.003122295
1552491_at,-0.00553132,-0.0039055876,0.0015723153,0.00093457656
1552493_s_at,0.004979238,-0.0033541266,0.006392131,0.0006792133
1552494_at,0.0030029325,0.0068900157,0.0066872253,-0.0012230566
1552496_a_at,0.0028706943,0.009783528,0.005132273,0.0030608638
1552497_a_at,0.0057391273,-0.0050886553,-0.005717021,0.0017286666
1552498_at,-0.0045343568,-0.0055774627,-0.0013102448,-0.0042211274
1552499_a_at,0.0019657058,0.004396687,0.0035434826,-0.005576694
1552501_a_at,-0.0006225836,0.006393774,-0.005348985,0.002161803
1552502_s_at,0.0062649385,0.004155318,0.0050229947,-0.0028336388
1552503_at,0.0025847412,0.00053243263,0.0009970888,0.003433443
1552504_a_at,-0.0035204955,8.888526e-05,-0.005664249,0.004763601
1552506_at,0.0026867967,0.0068603326,0.003071854,-0.0007699188
1552507_at,0.005976393,-0.0019428652,-0.0006579686,0.005632389
1552508_at,0.0005610941,0.0033009616,0.003587655,-0.0018969697
1552509_a_at,0.0018389659,0.0046868976,-0.00068375847,0.0027153161
1552510_at,0.0061789257,-0.003946901,-0.0057535674,0.0053214063
1552511_a_at,-0.0071728216,-0.006770406,-0.0050371895,0.001392418
1552514_at,-0.00069389364,-0.004770018,-0.0033609609,0.005543078
1552515_at,-0.0072487807,-0.006092695,-0.005469943,-0.0048618377
1552516_a_at,0.005460884,0.0048330543,0.0019818968,0.0010342355
1552518_s_at,-0.0008154868,-0.0052971183,0.003964589,0.0055962526
1552519_at,-0.003252527,-8.8791e-05,0.001633367,0.006722168
1552520_at,0.006155562,-0.0031537206,-0.006311262,-0.002415359
1552521_a_at,0.005602653,-0.004716954,0.00827039,-0.004391571
1552522_at,0.003731635,-0.00095658103,-0.00081828487,0.001540252
1552523_a_at,0.0061792484,-0.0025992675,5.7956517e-05,0.0033304775
1552524_at,-0.00071035,0.007617334,-0.005795596,-0.00041688804
1552526_at,0.0052382895,0.009147977,-0.0043446077,0.003401457
1552528_at,-0.0059601106,0.0016657723,0.0030505783,-0.0046372386
1552531_a_at,-0.004675615,0.0059530707,-0.0023796787,-0.0035346742
1552532_a_at,-0.00792984,-0.0072633447,-0.0036260714,0.00013023562
1552535_at,0.004930013,0.005041409,-0.006159142,0.00047016056
1552536_at,0.0037097735,0.0066180457,0.0013804308,-0.0022964447
1552538_a_at,-0.0035013023,-0.0040073236,0.0034505255,-0.0010930797
1552540_s_at,0.0058159665,0.003914322,0.005772054,-0.006060346
1552541_at,-0.0011745836,-0.00092342496,-0.005735353,0.0011427955
1552542_s_at,0.0006367216,-0.0071995384,-0.0011021,0.006536837
1552543_a_at,-0.006588918,0.0011808377,-0.0042070155,-0.0031709576
1552544_at,0.0045411047,-0.005341361,0.0037970126,0.0016041984
1552546_a_at,0.0012769789,0.0034625058,0.007653079,-0.0035079957
1552548_at,-0.0048351903,-0.005295565,-0.006528833,0.0053435266
1552549_a_at,-0.0046003554,0.00015408293,0.0014601595,0.005922734
1552552_s_at,-0.0052677887,0.0073047574,0.0026529883,0.007361964
1552553_a_at,-0.0038736751,0.004285568,-0.0014064219,-0.0013731462
1552554_a_at,0.0038395713,-0.0038568175,0.0029228718,-0.00025262253
1552555_at,0.0061795074,0.0027614085,0.004954614,-0.0045970874
1552557_a_at,0.0025651886,-0.0056827827,-0.0020846333,-0.0028918427
1552558_a_at,-0.0020320765,-0.0007176296,-0.004181041,0.00029449075
1552559_a_at,-0.004556073,0.005098156,0.0005332694,-0.003036697
1552562_at,0.006602294,0.0057017175,-0.0034942036,-0.0074177403
1552563_a_at,-0.007441963,0.0046937917,0.0024587843,-0.0071678148
1552564_at,0.0037614722,0.005626785,0.005876703,-0.0010705526
1552566_at,-0.0068696486,0.008920393,0.00833023,-0.0002269635
1552568_at,0.0046297633,-0.0013925869,-0.0052264803,0.0026641993
1552569_a_at,0.0013041912,-0.000868251,-0.0014140207,0.00669732
1552570_at,0.008021289,-0.0050551975,0.0038724581,-0.0060182544
1552572_a_at,0.005635753,0.00031706318,-0.005272799,-0.0020871628
1552573_s_at,-0.0067995135,-0.0066580055,0.0015264393,-0.00072601635
1552575_a_at,-0.008568512,0.003369212,0.005977072,-0.0046493337
1552576_at,0.0026837278,-0.004155673,-0.005274597,0.0006700582
1552578_a_at,0.001675723,-0.0031819432,-0.0033457233,0.0020558557
1552579_a_at,0.0047214986,0.004136697,3.3717486e-05,0.0027647545
1552580_at,0.0032124387,0.0018426343,-0.0016051186,-0.0040763505
1552582_at,-0.0063276254,0.0062726443,-0.0060155466,-0.0030483643
1552583_s_at,0.00534581,0.0047866395,0.004913411,0.004128159
1552584_at,-0.002796257,-0.00312256,-0.008162225,0.0033602102
1552585_s_at,0.0014264875,0.0044147344,-0.0013337202,-0.003581403
1552586_at,-0.0028335536,0.0041219722,0.0017254361,0.007854376
1552587_at,0.006486913,0.0023075691,0.0057387687,0.0010943236
1552588_a_at,-0.0056096646,-0.00055001356,0.0063204207,0.008228044
1552590_a_at,0.003182576,0.00626907,0.00046888832,-0.004468962
1552592_at,0.003920715,0.0064161317,0.000796155,-0.0011434548
1552594_at,-0.0015643229,-0.0064517185,-0.006679581,0.005542216
1552596_at,0.0057314998,0.0062007057,-0.003911287,-0.0065975618
1552598_at,0.0068755504,-0.003554371,0.005954482,-0.0052122027
1552599_at,0.0011577895,-0.0022749158,0.0019650382,0.004922185
1552602_at,0.0026737647,0.003104581,-0.0057218736,-0.00554156
1552604_at,0.00072659506,0.0057486296,-0.0055827755,0.00504442
1552605_s_at,0.0066848234,-0.0038871758,-0.003911605,-0.0037386664
1552607_at,-0.0028526252,0.004847648,-0.0021240406,-0.0050290334
1552608_at,-0.002555492,0.005444136,0.0008509394,0.0036052673
1552609_s_at,-0.00010265377,0.004954733,-0.002731918,0.00062584854
1552610_a_at,-0.002161324,-0.003956002,0.0012059829,0.0045236377
1552611_a_at,3.79109e-05,0.002633836,-0.0016439351,-0.0057074465
1552612_at,-0.0024330954,-0.0070821866,0.004792371,0.004886493
1552613_s_at,0.002669526,-0.00875013,-0.0068943645,-0.0058377893
1552615_at,-0.004304298,-0.0027349135,-0.005736516,-0.0012409227
1552616_a_at,-0.0052434593,-0.0028925196,0.0015853269,-0.005702895
1552617_a_at,0.00731853,0.00707518,0.00079072284,0.002253959
1552618_at,-0.00075592956,0.0045459066,-0.00047715232,-0.00411142
1552619_a_at,0.002571427,-0.0028218394,0.003721521,0.007504655
1552620_at,-0.0018137806,0.0013882442,0.0037477987,0.0049535446
1552621_at,0.001031254,0.00019960699,0.0041796495,0.0036971567
1552622_s_at,0.006419993,0.0023410055,0.0023704027,0.0038569206
1552623_at,-0.00627896,-0.003578449,-0.0030586282,-0.0054612937
1552625_a_at,-0.0028754328,-0.0009401465,0.0046370397,0.0039364095
1552626_a_at,-0.0054291603,8.5479885e-05,0.0030493513,-0.0012984597
1552627_a_at,0.0055954256,0.006299375,-0.0011685458,-0.0070256186
1552628_a_at,0.0066381427,-0.0054254257,-0.004626652,-0.006309714
1552629_a_at,0.002214664,-4.553993e-05,-0.0022159927,0.001977743
1552630_a_at,-0.00420388,0.0058304933,-0.0064826687,0.0052188328
1552631_a_at,0.0076074316,-0.002290117,0.005411551,-0.0040452965
1552632_a_at,-0.0017591957,0.0057398686,0.001026249,0.0063286256
1552633_at,0.0013302476,0.0061366535,-0.00422268,-0.0045672604
1552634_a_at,0.005876599,-0.009664246,-0.004177664,0.00062932743
1552637_at,-0.00053580303,-0.0008819691,-0.004119802,-0.0061530187
1552639_at,0.0074026915,0.003745394,0.004044116,-0.0050087664
1552641_s_at,-0.0030264542,-0.0014170423,-0.0045748306,-0.00017078461
1552643_at,0.0025875685,-0.0050864136,0.0051974296,-0.0070127896
1552644_a_at,-0.00057265244,-0.0050169234,-0.00397139,0.0040504457
1552646_at,-0.0058885757,0.0017581142,0.002199632,0.0025889524
1552648_a_at,0.004923477,-0.0029583015,-0.0012394901,-0.0039603044
1552649_a_at,-0.002986524,0.00426237,-0.0052614748,-0.003813639
1552651_a_at,-0.00089280144,0.0031111583,0.005202578,0.006876203
1552652_at,-0.00014671667,-0.004380483,0.004622286,0.004944824
1552656_s_at,0.004733027,0.0073864986,6.143918e-05,0.0060539176
1552657_a_at,-0.005629047,0.0065282616,0.005336553,-0.0064671305
1552658_a_at,0.0034422695,-0.0063897115,-0.006956689,0.0016667763
1552660_a_at,-0.005223905,-0.0057833754,0.006557909,-0.004981812
1552661_at,0.007547702,-0.0040163393,0.0063953744,0.0014221922
1552662_a_at,0.0053060343,0.0055230195,-0.0015427695,-0.0049774023
1552663_a_at,0.0032128522,-0.005405851,-3.9093033e-05,-0.007233473
1552664_at,-0.0012752707,-0.0030339295,-0.005649612,-0.002483349
1552665_at,-0.00010787925,0.0023697782,0.002867584,-0.006546553
1552666_a_at,0.0032242537,0.0063833036,0.00035413483,0.00039729712
1552667_a_at,-0.00383995,0.0008681076,0.0023293681,0.0043752547
1552669_at,0.0044337525,0.0005397745,0.0052593346,0.004299998
1552670_a_at,-4.530796e-05,-0.0012267714,-5.6401233e-05,0.0039610667
1552671_a_at,-0.001986303,-0.005775792,-0.00014709667,0.0009629874
1552672_a_at,-0.002572625,0.0038078846,-0.0028199884,-0.0035354274
1552673_at,-0.0070011304,-0.0039518466,-0.0011105326,0.0012359576
1552674_at,-0.0016073199,0.0048169987,0.0073137847,0.0025251682
1552675_at,0.003830913,0.005905809,-0.0016465014,-0.0034289462
1552676_at,0.0026679717,-0.0065905657,0.002909381,-0.0037199056
1552677_a_at,-0.0028770482,0.0076392186,0.0013431249,0.000732658
1552678_a_at,0.0065380475,0.0023571379,0.00035412787,-0.004120093
1552680_a_at,-0.004243046,0.00010642729,-0.0053021903,0.006979037
1552682_a_at,-0.007542217,-0.0018809196,-0.005335187,-0.0065128547
1552684_a_at,-0.0044245017,0.004099928,0.0026940764,0.00690777
1552685_a_at,-0.0020872562,-0.0017859682,-0.0039563514,0.0085212
1552686_at,-0.0037014422,-0.0026772877,0.0005062942,-0.0048999647
1552687_a_at,0.0077833557,-0.0027198023,-0.0022473985,0.007886915
1552689_at,0.0032592115,-0.0039898264,-0.005974769,-0.003602559
1552690_a_at,-0.001708684,-0.0060514333,0.0011490161,-0.0047776448
1552691_at,0.009068642,0.005538209,0.004568131,0.005485192
1552693_at,-0.00024488894,-0.005689859,-0.0004836322,-0.005618673
1552694_at,-0.0058352086,-0.00606408,-0.003043147,-0.0059595956
1552695_a_at,-0.0023998262,0.0048463936,0.004069511,-0.0052335365
1552696_at,0.003923141,-0.0075412085,0.0067646853,0.006605171
1552698_at,-0.0030454935,-0.0051383646,0.0024386777,-0.00050799345
1552701_a_at,0.0048643243,0.0020534666,-4.0012394e-05,0.0031872885
1552703_s_at,0.0032251484,-0.008534959,-0.0057567414,0.0070968913
1552705_at,-0.0040443474,0.0049638227,0.0054455143,0.0046629487
1552708_a_at,0.0015565424,0.0025346032,0.0013864975,0.0006012747
1552711_a_at,0.001821252,-0.008652644,-0.0076561463,-0.004035225
1552712_a_at,-0.0051997267,-0.0063147414,0.007276203,-0.007632821
1552713_a_at,-0.003450689,-0.0008312692,0.0050986474,0.00032272178
1552714_at,0.0017352382,0.0053513832,-0.004264331,-0.0039366744
1552715_a_at,-0.0010973029,0.0035304436,0.0066595087,0.0028890609
1552716_at,-0.00087656226,0.004399474,0.0038711268,0.0037118345
1552717_s_at,-0.0024329468,-0.00060614105,0.0051647355,0.0059795105
1552718_at,0.0009068404,0.00025070147,0.0049519893,0.0011120413
1552719_at,0.0030626066,0.006962803,0.00524085,-0.00045626785
1552721_a_at,-0.0044024037,0.0023341118,0.007765267,0.0069601475
1552722_at,0.006195856,-0.0041015632,0.005133373,0.0011073885
1552724_at,-0.0049744733,0.0066306195,-0.0059580803,-0.0008971398
1552725_s_at,0.0027667007,-0.0013556986,0.0047481316,0.0025347457
1552726_at,0.005504416,0.0007763357,0.005635838,-0.0033473377
1552727_s_at,-0.0014578102,0.005113773,0.006049508,-0.0034493404
1552729_at,0.004208844,0.008735324,0.0012917812,0.004230659
1552730_at,0.005666845,0.005210628,0.0043758336,-0.0010232588
1552731_at,-0.0006175582,-0.0059966776,-0.006334046,0.0061150785
1552732_at,-0.0056983773,-0.0059596025,0.004399469,0.005898411
1552733_at,-0.008339247,-0.00081560493,-0.0017358497,0.004076385
1552734_at,0.006285335,-0.0052730194,0.004619994,0.0029075355
1552735_at,0.0025593175,0.007198464,-0.0040483563,-0.0069561917
1552736_a_at,-0.0028127949,0.0011734798,0.007066456,0.007483538
1552737_s_at,-0.0041538286,0.0002507404,-0.0020953077,0.002089038
1552738_a_at,-0.006204086,-0.0068942485,-0.004689855,-0.0006799264
1552739_s_at,0.0035066206,-0.007982934,0.005160818,-0.0049185506
1552740_at,-0.0050003724,0.0044724704,-0.00016724403,0.0020817006
1552742_at,0.0010856603,0.0034021102,0.007860502,-0.0049038143
1552743_at,0.0013263961,0.00433074,0.0018845756,0.007013078
1552745_at,0.003053804,-0.0046060686,-0.0020210536,0.0029711463
1552747_a_at,0.0078067705,-0.0054296493,0.005921566,-0.004725722
1552749_a_at,0.0029247827,-0.0021760936,-0.0069361464,-0.0042692726
1552750_at,0.0033244237,-0.00450845,0.0023862736,0.0056009474
1552751_a_at,0.0014106175,0.0014141711,-0.00048621494,-0.0060649705
1552752_a_at,-0.0012485114,0.0016196411,-0.005766421,-0.004311295
1552754_a_at,-0.0003405615,-0.00031439925,-0.0014016844,-0.00057829794
1552755_at,0.0011479878,-0.004841167,0.0024568357,0.004758313
1552757_s_at,0.003079003,-0.0057936027,0.007930699,-0.005618986
1552758_at,0.002292284,0.003934353,0.00021692473,-0.0038946543
1552760_at,-0.00464525,0.0010764037,-0.005399161,-0.0030681726
1552761_at,0.0042442614,0.0017263431,0.00038409955,0.0041429675
1552763_at,-0.0049639684,0.004226637,0.0051812916,-0.0059416606
1552765_x_at,-0.0025395495,-0.0057485905,0.0056755384,-0.0037669158
1552766_at,0.0033722485,0.0046495926,0.0059010726,-0.0050087906
1552767_a_at,0.005790001,3.7115424e-05,0.0062412387,0.0004988521
1552768_at,0.009398195,0.007882106,0.0028701792,-0.006494844
1552769_at,0.004321214,-0.0043433984,0.00224504,-0.005425814
1552770_s_at,-0.0029411595,-0.0057795127,-0.0042881337,-0.0062706587
1552771_a_at,0.0037908943,-0.0056750705,0.002738955,0.003077379
1552772_at,0.0069276374,-0.00438836,-0.00051498483,-0.0014724664
1552773_at,0.00049783214,2.5069467e-05,-0.005747563,-0.002704354
1552774_a_at,0.00022718108,-0.003906839,-0.0025514967,0.0046360474
1552775_at,-0.003121198,-0.0026968988,-0.004441523,0.00046968562
1552777_a_at,-0.0020600453,-0.003826619,0.000113107264,0.009650417
1552779_a_at,-0.003570264,0.0006369613,-0.004050857,0.001596578
1552782_at,0.004168104,0.004750282,0.0036776261,-0.0073668943
1552783_at,0.005490451,-0.0048392704,-0.0020453222,-0.005790083
1552785_at,-0.0006974497,0.0013804586,0.0018317379,0.0050384295
1552787_at,0.002288733,-0.005920728,-0.0045614615,0.005771708
1552788_a_at,-0.0019399382,0.004935307,-0.0009114646,0.006088493
1552789_at,-0.003940291,-0.0064154468,0.0028865982,-0.008131633
1552790_a_at,0.0033808507,0.0048741,0.002957955,0.0004928761
1552791_a_at,0.006989161,0.00063061406,-0.004035904,0.0070400173
1552792_at,0.0023346522,-0.0038055072,0.0019198083,0.00030939135
1552793_at,-0.0063871313,-0.0059237685,-0.0045432434,-0.0008486763
1552794_a_at,0.003964326,-0.007824991,-0.002279087,0.006394663
1552796_a_at,0.008053537,-0.0035914748,0.0019231869,-0.005489245
1552797_s_at,-0.00043248426,0.002225345,-0.006897451,0.0029789251
1552798_a_at,-0.0035311216,0.0063635814,-0.00031461474,0.0054348395
1552799_at,-0.0037124453,0.004557352,-0.0012051179,0.0076463814
1552800_at,-0.0064999782,0.006898758,-0.006082448,0.0044902777
1552801_at,0.0070135677,0.0044610323,0.0076046484,0.005747728
