Gene,0,1,2,3
207647_at,-0.0075621316,0.00059783156,-0.0002841238,0.0034349016
207648_at,0.0053289523,-0.0021002332,0.0060215886,-0.0023680185
207649_at,0.0060395803,0.0046246178,-0.0056795604,-0.004396333
207650_x_at,0.003678747,0.0032531584,0.0062489673,0.0064137094
207651_at,-0.001403136,-0.0014306762,0.0020045391,-0.0057316404
207652_s_at,-0.0009317649,0.0059972587,0.004231776,-0.0051701386
207653_at,-0.0031965703,0.0009957924,0.006946281,-0.0062287166
207654_x_at,0.0062973425,-0.003949197,-0.0018739415,0.0046758135
207655_s_at,0.005544298,-0.0022890526,-0.0048815636,-0.0007701424
207656_s_at,0.005860342,-0.004643667,0.002257617,0.0065324144
207657_x_at,0.0008505461,-0.005966053,0.00042285165,-0.004145391
207658_s_at,0.006489222,0.004853872,-0.0032987928,0.005191041
207659_s_at,0.0069693704,-0.004636534,-0.0018128172,0.0029849282
207660_at,-0.0037751102,0.0040583853,0.0026095323,-0.0062075593
207661_s_at,0.0021062244,-0.0021426156,0.00082836207,0.0033204127
207662_at,-0.0059191906,0.0040676,-0.0063217073,-0.0068229986
207663_x_at,0.00025529388,-0.0021173693,-0.0023643102,-0.0027241663
207664_at,-0.0067138826,-0.0039221887,0.007487254,0.006414179
207665_at,-0.0045977854,0.0041562263,0.00078113546,-0.004644502
207666_x_at,-0.005758919,0.00707035,0.0010192423,0.007166615
207667_s_at,-0.0047644693,0.0055423225,-0.003623339,-0.00056540285
207668_x_at,0.0031249041,0.0049528303,-0.0072815362,-0.00411075
207669_at,0.0029486618,-0.0015972845,-0.0065345922,0.00054653926
207670_at,0.0030868654,0.0024104496,-0.000983347,-0.0027137892
207671_s_at,0.0020010907,0.005861539,0.0013633952,-0.0025209424
207672_at,-0.004383318,-0.0028995401,0.0056944964,-0.0030377654
207673_at,0.006819505,4.3537904e-05,0.0074065384,-0.00034067602
207674_at,0.007920156,-0.0063016545,0.0005936745,-0.0056160074
207675_x_at,0.0038040467,-0.005843943,-0.007134579,0.005752671
207676_at,0.0060169557,0.0011991535,0.008023593,0.0027283959
207677_s_at,-0.0045941807,0.00091485557,0.006455231,0.0006822459
207678_s_at,0.0026102923,-0.0065224934,-0.0025993611,0.004395601
207679_at,-0.0060674315,-0.00051578815,0.003544045,0.006266224
207680_x_at,-0.0060296515,0.007632292,9.233031e-05,0.0023956513
207681_at,0.0026651379,-0.005506033,-0.0033557657,0.005452483
207682_s_at,0.0003428589,0.007393592,0.0034179809,-0.00060619187
207683_at,-0.0019757252,0.0052572857,0.0023720788,-0.00612583
207684_at,0.0047668847,0.0034643256,-0.0035361166,-0.0023678073
207685_at,0.002052936,0.0047265203,-0.0004685215,-0.0062306854
207686_s_at,0.005646092,0.0036024447,-0.0023656995,-0.0041216514
207687_at,0.0063569555,-0.0015831848,0.0004358511,-0.0032551724
207688_s_at,-0.0051520886,0.00042796813,-0.0057958155,0.0016157932
207689_at,0.009193892,0.0033619953,0.00083115796,0.0055469507
207690_at,-0.0017538202,0.0072795865,-0.0017198303,0.0066897115
207691_x_at,-0.0025326912,-0.001180191,0.0066293455,0.0009764741
207692_s_at,-0.0015269807,-0.00369717,0.004656493,0.006483497
207693_at,0.0053094146,-0.0020958101,-0.005937879,-0.0024263973
207694_at,0.0007299356,0.0033262323,0.0039517423,-0.0028842185
207695_s_at,0.001268504,0.006081303,-0.0042354614,-0.00661204
207696_at,0.008077304,-0.0046895416,-0.0025731712,0.008382498
207697_x_at,-0.0060084877,-0.00042712514,0.0032841337,-0.002040986
207698_at,0.0030208554,-0.0058009336,0.0009215576,-0.004636791
207699_at,-0.0003083751,-0.00240844,0.0014815938,0.002025744
207700_s_at,-0.0017315791,-0.007282356,-0.004288596,-0.0021890611
207701_at,0.000849198,0.007909436,0.00799661,0.00522774
207702_s_at,0.0055251434,-0.0044616833,-0.0037662196,-0.003569152
207703_at,-0.0018622635,0.006073314,0.002963854,0.007517154
207704_s_at,-0.0016984111,-0.007156697,-0.0033875478,-0.0015438251
207705_s_at,0.0064240918,0.006836766,-0.0050853407,-0.0024097709
207706_at,-0.0047607585,0.0022854107,-0.0027812829,-0.00428695
207707_s_at,0.0009234908,-0.003431774,0.002699463,0.0030565658
207708_at,0.0059871515,0.0077628386,0.004635604,0.0066609667
207709_at,-0.006739229,0.0055924417,0.004598899,-0.006570475
207710_at,-0.000672107,0.0032912465,-0.0073712645,-0.004807079
207711_at,-0.00053894304,0.0021046163,-0.00089951535,-0.00064320595
207712_at,-0.004711645,0.00874397,0.005636564,-0.005241171
207713_s_at,0.00276546,0.0014642803,0.0029349022,-0.004069277
207714_s_at,0.0059695723,0.00087544555,0.0014350082,0.0036495533
207715_at,-0.005262551,-0.001560861,-0.0037699786,-0.0013120293
207716_at,-0.005291506,-0.0025679988,0.0073957713,-0.0010263092
207717_s_at,0.004501359,0.009221187,0.0069881002,-0.0032475786
207718_x_at,0.0030725698,0.00085644855,0.004372183,-0.003144634
207719_x_at,-0.0017637578,-0.006227998,0.0059986645,0.004679366
207720_at,-0.00042629856,0.0050738584,0.001289797,0.0032071779
207721_x_at,-0.0030063577,0.0055575115,0.005740742,0.0057177227
207722_s_at,0.0017449062,0.0017724494,0.0032028784,-0.005043171
207723_s_at,-0.0008693113,-0.002810372,0.0019788514,-0.002733474
207724_s_at,0.0064329705,-0.0004391443,-0.0072346753,-0.006100576
207725_at,-0.0048485436,0.005745419,-0.0042861714,-0.0036383625
207726_at,0.0065926495,0.0043429304,0.0057474747,0.00023984493
207727_s_at,0.0011210075,0.0036115805,-0.0040916693,0.004592144
207728_at,0.0019191005,0.005819026,0.0026266563,-0.00185256
207729_at,-0.003364591,-0.003452839,8.451202e-05,0.0027111839
207730_x_at,0.0012626548,-0.003813686,0.0027952252,-0.008506528
207731_at,-0.006630121,-0.004233124,0.0013025136,-0.0036156485
207732_s_at,0.00064086623,0.0054365066,-0.0003357735,0.0040287604
207733_x_at,-0.0016183446,0.0076779136,0.0024371345,0.0009768385
207734_at,0.0004619491,-0.0012087765,0.0073642246,0.0031692148
207735_at,0.0077745034,6.0571845e-05,0.0066121123,0.002605119
207736_s_at,-0.0002712088,-0.004081425,0.0066843703,0.003747717
207737_at,0.007305795,0.0061468952,0.0027086588,-0.0003453365
207738_s_at,0.0019902799,-0.0038561018,-0.0018505695,0.0011917485
207739_s_at,-0.00245611,0.0031147304,-0.0042615174,-0.005195973
207740_s_at,-0.004638564,-0.005927933,-0.0011521382,0.0027384532
207741_x_at,0.0031585558,-0.005779563,0.00027826027,0.005853809
207742_s_at,-0.006620196,-0.0056403,0.0057979,-0.0011173651
207743_at,-0.0035910066,0.005548258,-0.0030183254,-0.0043268944
207744_at,0.0062142485,-0.0008679381,0.0065775523,0.006632827
207745_at,0.005393603,0.0008873047,-0.00646285,0.0022445612
207746_at,0.0053903414,-0.0044365963,0.00537663,0.004220239
207747_s_at,0.006381067,0.0061448677,0.0070769577,-0.0073709255
207748_at,0.0040936857,0.004812425,-0.0070208116,0.0015711667
207749_s_at,0.0043157954,-0.0045468383,-0.008666293,-0.0030300184
207750_at,0.0070530507,-0.004604497,-0.0058040596,-0.0028773772
207751_at,-0.0025383597,0.0016921165,-0.005709049,-0.0010539222
207752_x_at,0.005874146,0.00448768,-0.004560027,-0.0068672826
207753_at,-0.008339707,-0.0075308946,-0.003919323,-0.0030551578
207754_at,-0.0056548496,-0.0017509545,0.0022485591,0.0064933756
207755_at,-0.0006812571,-0.0054461625,0.0028560585,0.0060292007
207756_at,-0.0045034713,0.0014054928,0.0053992104,0.00024220931
207757_at,0.0009859455,0.0066491594,0.006701048,0.0032703325
207758_at,0.0006839092,-0.0037470732,-0.0061898027,-0.003135456
207759_s_at,-0.0012312257,-0.0030970906,0.0015605186,-0.005478584
207760_s_at,-0.00329356,0.0013167318,-0.0029791652,-0.0030958552
207761_s_at,-0.004369041,-0.000809558,-0.0046187593,0.0051108305
207762_at,-0.0044398247,0.0010219165,-0.0012389853,-0.000501092
207763_at,-0.0056474498,0.0036394424,0.0019192294,-0.003965922
207764_s_at,-0.0030963374,0.001417822,-0.0054293526,0.004684919
207765_s_at,-0.0057329643,-0.0066535715,-0.00509653,-0.003646252
207766_at,-0.00033262317,0.0034205432,0.006309538,-0.0065178345
207767_s_at,-0.0019659917,0.004010657,0.0071055456,0.004168759
207768_at,-0.0008995118,-0.0074466313,-0.0053101005,0.007930274
207769_s_at,0.0013315771,0.0018068503,0.0013988852,-0.0034089142
207770_x_at,-0.006553034,-0.0043129753,-0.00068656955,-0.0036920873
207771_at,-0.0047096843,-0.005486141,0.0060082003,-0.0025574765
207772_s_at,0.0069141947,-0.00066322245,-0.00557492,-0.0014834353
207773_x_at,0.004090508,-0.0035572315,-0.002362454,0.007586697
207774_at,-0.0032047383,0.0027022276,-0.0032203393,-0.006168899
207775_at,0.0033887392,-0.006306254,0.004085341,-0.00023907237
207776_s_at,0.0005494848,0.0013145284,0.0030855043,0.003227192
207777_s_at,-0.0031386595,0.0018439342,0.0054590534,0.0019515351
207778_at,0.0042607253,-0.0068112635,0.0064521967,-0.0031936634
207779_at,0.0033612133,0.008120386,-0.0058263093,-0.00043680464
207780_at,0.00533181,0.0020815697,-0.0013941857,-0.0006167743
207781_s_at,-0.008110907,0.0027535756,0.003577261,-0.0047357115
207782_s_at,0.0030623656,0.00056635495,0.001757734,0.0016061425
207783_x_at,-0.003544474,0.00047340646,0.005047754,0.00060833193
207784_at,-0.007158134,-0.004053983,0.004198933,0.0015543953
207785_s_at,-0.0020586848,0.000110327295,-0.0010469976,0.005107982
207786_at,-0.00017616423,0.007251229,0.0034093184,-0.0073895096
207787_at,0.002940222,0.0021532127,0.0011515566,0.0019051931
207788_s_at,-0.0066926945,-0.0039248923,0.0024821695,-0.0013900509
207789_s_at,0.0034030487,-0.006793686,-0.005025989,0.0006245536
207790_at,0.0009147136,0.008273737,-0.003964669,0.0026296207
207791_s_at,-0.0034692516,-0.0022689581,-0.005170387,0.00510522
207792_at,0.0021570525,0.005035251,7.144285e-05,-0.00047698352
207793_s_at,-0.0063183988,-0.006376219,-0.0025622784,-0.0059162322
207794_at,0.003433684,0.0035962742,-0.006145002,0.0011425269
207795_s_at,-0.0034391014,-0.0024055555,0.0065112617,0.0003274991
207796_x_at,0.0005673245,0.0012058652,-0.0034818733,0.00040799228
207797_s_at,-0.002964153,-0.0038218254,-0.0056052255,-0.0019058015
207798_s_at,-0.00077600946,-0.0033880614,-0.005243803,0.0019625707
207799_x_at,0.0026864002,0.004721599,-0.003556795,0.0053247777
207800_at,-0.006494344,-0.0063854856,0.0060545066,0.00011891893
207801_s_at,0.0064602676,-0.00085977087,0.0043120757,-0.0012512866
207802_at,-0.0024535565,-0.00064464536,-0.00076695456,-0.003420706
207803_s_at,-0.004091978,-0.0061753117,0.0039938306,0.004968757
207804_s_at,-0.003172506,-0.00038244418,0.0042050183,0.0065325745
207805_s_at,0.002512187,-0.004271376,0.0056368182,0.0034942825
207808_s_at,0.0016066154,-0.005982181,-0.0015228689,-0.00703134
207809_s_at,0.004818894,-0.007137753,0.0031795716,-0.00052388915
207810_at,-0.0029319727,0.004532336,-0.0030550575,-0.005306053
207811_at,0.007365187,0.0026492786,0.0051085604,-0.0049893516
207812_s_at,0.0068214163,-0.0009318182,0.005496101,0.004909096
207813_s_at,-0.0019265147,-0.0037562049,-0.002612856,0.005233768
207814_at,0.0006112794,-0.003704012,0.006441643,-0.004562839
207815_at,-0.00012318457,0.003186616,-0.0008570923,-0.004881453
207816_at,0.006998985,-0.0021820655,-0.006863893,0.0013479277
207817_at,0.0037162846,0.003205329,-2.0728527e-05,-0.0034994448
207818_s_at,-0.0047697774,4.3206503e-05,-0.0062447446,0.0022431507
207819_s_at,0.0064211832,-0.00060285226,0.0065964274,-0.0012653082
207820_at,-0.0026205294,0.00038159228,-0.0040563163,0.005292775
207821_s_at,0.0009771796,0.0019289125,-0.007400849,-0.004387887
207822_at,0.006615364,-0.0013666339,0.004752189,0.002370664
207823_s_at,-0.0026153007,0.0025304619,-0.0016714737,0.005035563
207824_s_at,-0.004459374,0.008426753,0.007362105,0.006687311
207825_s_at,0.00076574495,0.0028401634,-0.0033433626,-0.0065414896
207826_s_at,0.00010030427,0.0053996965,0.005991733,0.0040248237
207827_x_at,0.0014577998,0.0010373219,0.00096344086,0.0026694995
207828_s_at,0.004580867,-0.0012369502,-0.0040841736,-0.0004176882
207829_s_at,0.008716113,0.0035037699,0.001996455,0.0022885571
207830_s_at,-0.004739122,0.0006136791,0.0004738454,-0.0018301238
207831_x_at,0.002980103,0.0026203236,0.0058872183,0.0022112657
207832_at,-0.00511729,-0.0025732673,0.0006398694,-0.0025346961
207833_s_at,-0.006393968,0.00784943,-0.004061914,0.004924182
207834_at,0.002245851,-0.00018051588,-0.0052618366,0.0027668346
207835_at,0.006829539,0.007542194,0.007750329,0.003871133
207836_s_at,-0.0009459325,-0.005428414,-0.0032153237,-0.006672092
207837_at,0.0053847935,-0.0025202066,0.0017070207,-0.004751827
207838_x_at,-0.00095731055,0.006054604,-0.0019960268,-0.0029508302
207839_s_at,0.0063794,0.004107496,0.0057433494,-0.00028306473
207840_at,0.0034657011,-0.0034235795,-0.003517095,-0.00023622932
207841_at,0.0051379,-0.001883132,-0.0049011633,0.0014615764
207842_s_at,0.002422582,-0.002282645,-0.0017232696,-0.003910239
207843_x_at,-0.005828626,0.00027597902,-0.0019621777,-0.0038233704
207844_at,-0.00640456,0.00076432584,-0.0022176998,-0.0036249931
207845_s_at,-0.007078712,0.0046263314,0.0057873423,0.004725367
207846_at,-0.00397646,-0.0049453294,0.0058546206,0.0015087483
207847_s_at,0.00046719622,-0.0040041152,0.009002625,3.9499533e-05
207848_at,0.00036003545,0.0038252876,-0.0013309788,-0.00092379836
207849_at,0.0022236956,0.0013224185,0.0009221362,-0.0009715724
207850_at,0.0029137523,-0.0025998633,-0.0012824094,0.0087637445
207851_s_at,0.0047451737,0.0029592318,-0.001958651,-0.00456816
207852_at,-0.0043683737,-0.006462052,0.005730577,0.0065699685
207853_s_at,0.007507387,0.0069110864,0.00010281709,0.0024546594
207854_at,0.0040010833,-0.0073008128,-0.0005991442,-0.0014080115
207855_s_at,0.0033788478,-0.004733587,-0.0071341973,-0.0064008394
207856_s_at,-0.0031506906,0.0030956243,0.0034501324,-0.002413756
207857_at,-0.005867941,-0.0061116363,0.0066867922,-0.00029333704
207858_s_at,-0.0046136105,-0.0036938067,0.0053310194,0.00047063452
207859_s_at,0.0038864973,0.006275272,0.0032187535,0.0006175373
207860_at,0.0062204367,-0.0011573979,0.006753471,0.0016517827
207861_at,-0.0022181612,-0.005594705,-0.006902116,0.007494572
207862_at,-2.5168218e-05,0.0020839586,-0.0062081167,0.008264804
207863_at,0.0074507673,-0.0030682911,-0.0023471324,-0.0055820583
207864_at,0.0022388347,0.0020538315,-0.0041128364,-0.0055718436
207865_s_at,0.00055972725,0.0020952134,0.00055924815,-0.0053565577
207866_at,-0.000840806,-0.0008723443,0.00487813,-0.0033191715
207867_at,0.0068674562,-0.005380121,0.006525361,-0.0024450566
207868_at,0.001259118,0.0043009412,0.005775587,0.0043425867
207869_s_at,-0.0005521241,0.0050837332,-0.0027204799,-0.0040021194
207870_at,0.0038698977,-0.0015839789,-0.0046377988,-0.003005587
207871_s_at,0.004426371,0.001812,-0.0010252405,0.004149559
207872_s_at,0.0045886887,-0.0017733921,-0.0040284363,0.0053427294
207873_x_at,0.003162015,0.0069417865,0.00033096413,-0.00566061
207874_s_at,7.596159e-05,-0.0014653262,0.0073657315,0.0038123184
207875_at,0.0014521908,0.0075680534,0.0004721668,-0.005863562
207876_s_at,0.002803454,0.0023088807,-0.0006709843,0.0045381826
207877_s_at,-0.0020683887,-0.0026949185,-0.0033532977,-0.0042387415
207878_at,-0.002522782,0.002505261,-0.004330028,-0.0032270807
207879_at,-0.0074216,-0.003971162,-0.00097552134,0.0059089465
207880_at,-0.0004952147,-0.0057145143,-0.004835238,0.003906512
207881_at,-0.0039118077,-0.0012771088,0.0030387095,0.008017803
207882_at,0.0055871275,0.0062775896,-0.0036392899,0.0013351336
207883_s_at,0.0012146396,0.006035236,-0.0045715603,-0.007022426
207884_at,-0.0043214513,-0.0065390817,-0.0013107288,0.0011227484
207885_at,0.0024610623,0.0040844674,0.0028988146,-0.0037795668
207886_s_at,-0.0018449082,-0.006833668,0.0027090323,-0.006389703
207887_s_at,-0.0035186468,0.0066234404,-0.004689319,0.00012572171
207888_at,-0.0061029536,-0.002723103,0.002686021,0.004827219
207889_at,0.001323127,-0.0016832564,-0.0036670093,0.000524997
207890_s_at,0.00048877054,-0.005633602,0.005588508,0.0046767266
207891_s_at,-0.0021985283,-0.006166831,0.006186122,0.0015812679
207892_at,-0.0050878124,-0.0024029177,-0.006147959,0.0056162104
207893_at,-0.006672799,0.0023579064,-0.003498029,0.007432672
207894_s_at,0.0008930476,-0.0019062688,-0.0037880216,0.0072629587
207895_at,-0.0012027395,0.0010417977,0.0032117774,0.007130099
207896_s_at,-0.004441229,-0.0015411173,-0.0053099208,0.0068552205
207897_at,-0.0011083442,0.0014723864,-0.0025499086,0.0007898768
207899_at,-0.0065651373,8.886749e-06,0.0011298053,-0.006204451
207900_at,-0.0027010783,-0.0046607354,0.00028954464,0.0047884802
207901_at,-0.0026331644,-0.00637643,0.0042556254,0.005197203
207902_at,0.0040615886,-0.00094345637,-0.00010970288,0.005956578
207904_s_at,0.0026933688,0.005499338,0.0039413506,-0.0031610054
207906_at,0.0058967127,-0.0011820963,-0.0047395984,0.0028504848
207907_at,-6.2165906e-05,-0.0017146352,0.00026491765,0.0078026094
207908_at,0.0018906852,-0.0027045263,-0.0039998856,0.0002160087
207909_x_at,-0.0042008297,-0.0017564988,-0.005219569,0.003918666
207910_at,-0.0048753982,-0.0013189901,-0.0029537443,0.006456901
207911_s_at,-0.0043427325,-0.00061540655,-0.00082186743,-0.007517789
207912_s_at,0.0047133476,0.006000993,0.00028889757,-0.00803616
207913_at,-0.0062858975,0.0026035882,-0.0007923368,-0.006170762
207914_x_at,0.003011662,0.003655371,0.003673234,-0.0055797454
207915_at,-0.00066546013,0.0010134159,0.0067966557,0.005185837
207916_at,0.0072078356,-0.0034624904,-0.0028485842,0.007225871
207917_at,0.008602252,-0.0031189313,0.0070628356,-0.002093427
207918_s_at,-0.004701609,-0.0001809448,0.0030991496,0.0061940686
207919_at,-0.0011612033,0.0014149549,0.005349816,-0.005307061
207920_x_at,0.0045293644,0.0066943946,0.0027700593,0.0025758492
207921_x_at,0.0031778403,0.004287762,0.0048864507,0.0014093088
207922_s_at,0.0011549004,0.0025472746,0.0033958424,0.005773474
207923_x_at,0.002148701,0.0041506486,-0.0044721416,0.0023763708
207924_x_at,0.004819668,-0.005017082,0.0031702276,-0.0014748195
207925_at,0.0055528497,0.0067681186,0.005297933,-0.00013544736
207926_at,0.00016601132,-0.0052695,0.003508323,-0.002964169
207927_at,-0.0055821934,0.004802071,0.005583767,0.0023456868
207928_s_at,-0.0023613058,-0.006457664,-0.0010325436,-0.0062959595
207929_at,0.0015297416,-0.0041855364,0.00029326268,-0.001884279
207930_at,0.0058866125,0.0010507078,-0.00397522,-0.0068841465
207931_s_at,0.00046459382,0.0032368677,0.0077287615,0.005106633
207932_at,0.005964235,-0.0028128428,-0.00022955333,-0.0017010984
207933_at,-0.00092295976,0.0069319727,-0.0067853094,0.0036663483
207934_at,0.0009231811,-0.0051365895,-0.00332602,0.0023685438
207935_s_at,0.0026954042,-0.0035241328,0.0036705188,0.0042835004
207936_x_at,0.005964177,0.006183367,0.0017526433,-0.0012931287
207937_x_at,0.0078664,0.0053265397,0.004598439,0.002666216
207938_at,-0.0016692206,0.0028985627,0.0025557182,0.0075641572
207939_x_at,-0.007540232,-0.0046025785,-0.0021058344,-0.0043790895
207940_x_at,0.006396329,-0.0004172982,-0.0035458345,0.00039864983
207941_s_at,-0.00069548027,-0.005569176,-0.00040248767,0.001594529
207943_x_at,-0.00051909726,-0.005212073,0.0041995808,0.00044976088
207944_at,0.0029784588,-0.0011303731,0.0056051444,0.00507132
207945_s_at,-0.004387373,0.0010113381,0.004272895,0.0032491006
207946_at,-0.001441977,0.005634391,0.008066813,0.008447828
207949_s_at,-0.006648317,-0.006442793,-0.001266059,-0.0061835116
207950_s_at,0.00019328488,0.007167611,0.0017457994,-0.0061899186
207951_at,-0.0069914428,0.005821897,0.0060489858,-0.004688601
207952_at,0.004985015,0.005972449,0.001411338,0.004048742
207953_at,0.007190627,-0.0030208358,0.00031372646,0.0042330143
207954_at,-0.0021324058,-0.006729763,0.0053891796,0.0027190032
207955_at,-0.005366448,-0.0028836674,-0.00060368585,-0.008383033
207956_x_at,-0.006816082,0.0029322086,0.0062592896,-0.0038603384
207957_s_at,-0.00509067,-4.885774e-05,0.0045129317,-0.00791856
207958_at,0.004602873,0.011061343,0.002471753,-0.0050855577
207959_s_at,0.0043701096,0.00065729447,0.00884699,0.0044251564
207960_at,0.0029496893,0.0055750026,0.0064053996,-0.00325841
207961_x_at,-0.0050124805,-0.002580136,-0.00082087633,0.0043926877
207962_at,0.0020475916,-0.0049730353,0.0026191592,-0.001961997
207963_at,0.0009879054,0.0061236746,0.00794788,-0.002862319
207964_x_at,0.005627213,0.002642704,-0.0005164979,-0.006589383
207965_at,0.0033590256,-0.0031772105,0.0015810695,0.0067806756
207966_s_at,0.001556358,0.0071925307,-0.0023011146,-0.005981594
207967_at,-0.0031735315,0.004995953,0.0069973115,0.00032320758
207968_s_at,0.004660683,0.0075115557,-0.006147949,0.0057268827
207969_x_at,0.0041745794,-0.0016559472,0.0065183886,-0.0035819965
207971_s_at,0.0002810707,-0.0029328084,-0.0025859142,-0.007371
207972_at,-0.00012111805,0.0025026705,0.0057014166,-0.005288042
207973_x_at,0.0059660124,-0.0033530558,-0.0033714673,0.00721986
207974_s_at,0.005813484,-0.00796925,-3.2258788e-05,-0.007132993
207976_at,-0.003336895,0.0015203219,0.0062192595,0.0059650247
207977_s_at,-0.006642274,0.0057056984,0.0041524414,-0.0051521533
207978_s_at,0.00034866866,7.171025e-05,-0.00090278295,-0.0022312526
207979_s_at,0.00392881,-0.0032978042,0.005731682,0.006863215
207980_s_at,-0.0030686369,0.0054969303,-1.240764e-05,0.003731749
207981_s_at,0.0038414714,0.007407064,0.0060593914,0.00221617
207982_at,0.005917203,-0.0063078725,0.0037846584,-0.0042417543
207983_s_at,0.0018598234,0.0006302475,-0.003085611,-0.004293286
207984_s_at,0.005164812,-0.0033339735,-0.0069481,-0.00573727
207985_at,0.0024169865,-0.00033084032,-0.0006697614,0.007969512
207986_x_at,-0.0022394527,0.003957266,-0.0007897795,0.0016222802
207987_s_at,-0.0071460973,0.0015871272,-0.0010462784,-0.0074024927
207988_s_at,-0.008734886,-0.006929693,0.00048938807,0.0029301273
207989_at,-0.0031429608,0.0064314883,-0.0022303874,0.0016352367
207990_x_at,0.0059954063,-1.3572819e-05,-0.003921848,0.0028657313
207991_x_at,0.0013552833,-0.0034450248,0.004379012,-0.0032550956
207992_s_at,-0.004932589,0.003956781,0.0003791956,0.0050293375
207993_s_at,0.0014836222,-0.006143217,0.006198831,0.0062205507
207994_s_at,3.5827765e-05,0.0061425185,-0.00477012,0.0010750225
207995_s_at,0.0038388486,-0.0050169383,-0.0036155905,0.0030690047
207996_s_at,0.00033529985,-0.0016996546,-0.00075190247,0.0033420308
207998_s_at,-0.00019789647,0.0055753477,-0.004521391,-0.0010571788
207999_s_at,0.0053767455,-0.005458801,-0.0056946366,-0.0062464857
208000_at,0.00045043684,0.0008960067,0.005212136,-0.00347283
208002_s_at,0.0070634424,-0.0021227563,0.0033114194,0.007093624
208003_s_at,0.0027324467,0.0015984896,-0.0029625683,0.0055146036
208004_at,-0.004931162,0.0047857347,0.0064386786,-0.008306574
208005_at,-0.0057225325,0.004898965,0.0016450499,-0.006467697
208006_at,-0.004971188,0.0067665465,-0.0027374944,0.001166624
208007_at,0.006842901,0.0004823381,-0.0028614623,0.006818846
208008_at,-0.0032880036,0.0042254096,0.0072079115,0.0059168735
208009_s_at,0.005121844,0.0070498125,-0.002714042,0.005761609
208010_s_at,0.00077380624,-0.0026859592,0.00017606794,-0.0037552675
208011_at,-0.0045935563,-0.0046886676,0.004093046,-0.003312013
208012_x_at,0.00028544135,-0.004202126,-0.005655548,-0.0012153579
208013_s_at,0.0047517917,0.0063683153,0.0051517477,0.00016057311
208014_x_at,0.00021783811,0.0008351879,-0.0018918338,0.0050392766
208015_at,-0.006193581,-0.0016820778,-0.007138445,0.004175558
208016_s_at,0.0038489916,-0.0017320105,-7.425952e-05,-0.005925812
208017_s_at,-0.006041499,-0.0034479676,-0.0065060556,-0.002911086
208018_s_at,-0.0053718328,-0.009279721,-0.0030148032,0.0033540716
208019_at,0.007352143,0.0022033837,0.0050975494,-0.0060352813
208020_s_at,0.0030208228,0.0035305228,0.0004933924,0.0065420195
208021_s_at,-0.007015225,-0.002410492,0.0032449043,-0.0047198045
208022_s_at,0.0016276075,0.0033944822,-0.002146849,0.0029777328
208023_at,-0.0034288007,0.0001697349,-0.0044049025,0.008485676
208024_s_at,-0.0064906497,0.002144252,-0.0062455935,-0.0013871798
208025_s_at,0.005471535,-0.008055001,0.000113202885,0.003816311
208026_at,0.00258537,-0.005331582,0.0064387247,-0.0041847657
208027_s_at,0.003791918,0.0060287532,0.0020543165,0.002033415
208028_s_at,-0.0014995763,-0.0033538109,0.002759355,-0.0042107063
208029_s_at,0.0024937147,-0.004441311,0.005065482,-0.0043894607
208030_s_at,0.0026304892,-0.0024236788,-0.0050687008,-0.0077201235
208031_s_at,-0.0047276053,-0.001147503,-0.0023374977,0.0068959277
208032_s_at,-0.004645764,-0.0016465668,-0.004776941,0.0019018986
208033_s_at,0.0010509699,0.0013596688,0.0033955176,0.0007879362
208034_s_at,-0.0035243686,-0.0018159176,-0.0018472158,0.00805769
208035_at,0.0068071773,0.004956665,0.0074314964,0.003455224
208036_at,-0.005472171,0.002349814,0.0018237307,0.0036943438
208037_s_at,0.0015110224,0.001209119,-0.0053709713,-0.0022668839
208038_at,-0.0038380455,-0.005032043,0.003423368,0.0006042392
208039_at,-0.006160075,0.00020381989,0.005845916,0.00016353291
208040_s_at,0.006868505,-0.0042938213,0.0037720732,-0.005611896
208041_at,-0.0011336161,0.0008543786,0.0031788447,-0.00027748398
208042_at,0.0034586412,-0.0019495672,0.005386063,-0.000110011104
208043_at,0.006029178,-0.0061153714,0.0019604934,0.005349108
208044_s_at,0.0040055397,-0.001439918,0.00208895,-0.0012668873
208045_at,-0.005305265,-0.0078490125,0.00037933016,0.0036513195
208046_at,-0.0033121156,-0.0020437506,-0.0038047298,0.0016823891
208047_s_at,-0.0058728256,0.0055403616,-0.0035205549,0.005690463
208048_at,0.002232869,0.005252439,0.0051218607,0.0013501116
208049_s_at,0.0034101412,-0.0015108743,-0.002650884,-0.006758601
208050_s_at,0.0072776144,0.008379644,0.0019631693,-0.0032348009
208051_s_at,-0.0029747223,-0.00068474904,0.0030937393,-0.005297929
208052_x_at,-0.0017731815,0.0012523293,0.0064714677,0.0023641759
208053_at,0.0014645902,-0.0033243056,0.005778623,0.004425849
208054_at,0.0069998116,-0.0018446895,-0.0020861714,0.0068720947
208055_s_at,0.0034692094,0.0027660911,-0.004114854,-0.004484797
208056_s_at,-0.00072348997,-0.007874231,0.0014753058,0.0026006878
208057_s_at,0.0013382455,0.0003643385,0.0054867594,0.007557175
208058_s_at,0.007314261,0.003104149,0.0076904544,-0.004267039
208059_at,-0.0013294847,0.006225707,-0.0012505963,0.0036916663
208060_at,0.00046658775,0.0028402936,0.0008982644,-0.0014371154
208061_at,0.004364329,0.004616774,-0.00048166516,-0.003212466
