Gene,IN,NN,PN,PP
202052_s_at,0.0052171717,-0.0013076569,-0.00397628,0.004020752
202053_s_at,-0.003341675,-0.003650699,-0.0060410546,0.006157815
202054_s_at,-0.005568398,0.0052578365,-0.005982422,0.00232028
202055_at,0.0032632106,0.003848408,-0.0012115831,0.0022747833
202056_at,-0.00404671,-0.0039487598,0.002636539,-0.005731494
202057_at,0.0049978024,0.0030697086,-0.006606874,-0.006605564
202058_s_at,0.0001764948,0.001646876,-0.005727379,0.003987773
202059_s_at,0.0027075752,0.002498448,-0.0041494407,0.0010755331
202060_at,0.002438719,-0.0009146479,0.003473468,0.0042627626
202061_s_at,-0.005851735,0.0010395984,0.0063892608,-0.004853847
202062_s_at,0.007127367,-0.005625756,-0.006379131,0.001688284
202063_s_at,0.0016487514,0.0073655704,0.0061262725,-0.005784779
202064_s_at,-0.0034107212,0.0034735443,0.0032523787,0.0005446366
202065_s_at,0.0033165931,-0.0019299652,-0.005039939,0.005327808
202066_at,0.006396929,-0.0016884468,0.0064535406,0.00623376
202067_s_at,0.0020265314,-0.004280917,0.0005121822,0.0027842156
202068_s_at,-0.0044412566,0.0041162525,-0.006220601,-0.0004200613
202069_s_at,-0.0072970875,-0.0021382782,0.0021367774,0.00527855
202070_s_at,0.0031161688,0.0031555675,0.0028187402,0.0049980357
202071_at,0.0039610965,-0.0033515932,0.006412673,-0.0057446486
202072_at,0.0002220364,-0.0060390234,-0.005680923,0.00063918834
202073_at,-0.0005735234,0.0028099616,-0.0060644383,0.00089563517
202074_s_at,-0.0069337566,0.0039922344,-0.003958471,-0.0009348483
202075_s_at,0.0015098775,-0.005975511,-0.0005763392,-0.0006035751
202076_at,-0.0020330225,-0.0010248207,0.0016218435,-0.0021289778
202077_at,-0.007399842,0.004454057,0.0023330247,-0.004958577
202078_at,0.001955622,-0.007319361,-0.005768241,-0.0016138167
202079_s_at,0.0012080809,-0.0034031186,-0.0054215016,-0.0066228635
202080_s_at,-0.00861283,0.00048150518,0.0018186864,-0.0009944601
202081_at,0.006874367,-0.0010115664,-0.0062690717,0.0059499247
202082_s_at,0.0015060861,0.002411702,-0.00031187906,0.0046322187
202083_s_at,0.0063027577,-0.0016594778,0.0004943579,0.0055300724
202084_s_at,0.0015021075,-0.0018193143,0.00035616354,0.0018486473
202085_at,-0.0035056334,-0.0013042452,-0.004602026,0.00059963437
202086_at,0.001545284,0.0005671923,-0.006636548,0.007716114
202087_s_at,0.004492191,-0.0026974932,0.005933112,0.003774748
202088_at,-0.0032388961,0.005245708,0.0007080595,-5.5441367e-05
202089_s_at,-0.002491907,0.006652728,-0.0075648236,0.0012710126
202090_s_at,-0.001491194,-0.005053939,0.003380614,0.0047643897
202091_at,0.0064311777,-0.0058358284,-0.0019171628,0.007616744
202092_s_at,-0.0032816883,0.003250344,0.0045579234,0.0026622266
202093_s_at,-0.0011337615,4.25816e-05,-0.0057195215,-0.0023136584
202094_at,0.00014373384,-0.001689777,-0.0021229333,0.010153143
202095_s_at,-0.0027657957,-0.005345782,0.0031504708,-0.0050210506
202096_s_at,-0.0040497617,0.0042528794,-0.002224476,0.0031611545
202097_at,-0.0075219246,-0.0014876084,0.0028506536,0.0038657626
202098_s_at,0.0066148774,-0.0057731927,0.002767997,0.0040135635
202099_s_at,0.0035373555,0.00668801,-0.0037570428,0.0007381065
202100_at,-0.0004783747,-0.0087063,0.003706221,0.0024322
202101_s_at,0.009130016,0.009200947,-0.0013026692,0.0035446852
202102_s_at,0.0014829333,-0.0045486884,-0.0073961457,0.0042677
202103_at,0.0015595823,-0.0060412595,0.0029866616,-0.0006308384
202104_s_at,0.0031875847,-0.00576308,0.00036938762,0.0020540268
202105_at,0.0028957082,4.6296e-05,-0.0013738875,-0.0072513986
202106_at,0.00038684937,-0.003705159,-0.004111675,-0.004979204
202107_s_at,0.006526855,-0.007313481,-0.0049608895,0.0009390099
202108_at,-0.0056776754,-0.00043835733,0.0024400996,0.0021186708
202109_at,-0.0016260523,-0.00535114,-0.0067676157,0.0013820644
202110_at,-0.004119227,0.0024310625,0.004384472,-0.0025639192
202111_at,0.005504906,0.001626098,0.005591633,0.006911696
202112_at,0.0046566967,-0.00014740684,-0.0073080664,0.0028788282
202113_s_at,-0.005630967,-0.0050754887,-0.0044301776,0.0022182488
202114_at,0.0024832152,0.00073202176,-0.0064789387,0.001234583
202115_s_at,-0.00083781645,0.0036860155,-0.0066186613,-0.0012155198
202116_at,0.0073535824,0.0025406545,-0.004900305,0.004516191
202117_at,0.00034185167,0.0015491216,-0.0073285126,0.0027793997
202118_s_at,0.001314202,-0.0018117258,-0.004728135,0.00028668222
202119_s_at,-0.0064824945,-0.0021924337,0.003586413,0.0061145662
202120_x_at,0.0026060175,-0.0074816286,-0.0010132877,0.0066125034
202121_s_at,0.004592516,0.00015532685,-0.0050655957,-0.003742776
202122_s_at,-0.0058291643,0.005369072,0.002117232,-0.0059666396
202123_s_at,-0.00096462964,0.0056332015,0.006004225,0.005546878
202124_s_at,-0.0067910063,0.0007797797,-0.005912368,0.0011668135
202125_s_at,-0.0016048047,-0.002244899,-0.0022598682,-0.0043513305
202126_at,0.0046029915,-0.0031957633,0.0019995002,0.0018590934
202127_at,-0.008880022,-0.0054568173,0.006295991,-0.00024223425
202128_at,0.00043183204,-0.0023286846,0.00046015668,-0.0075573535
202129_s_at,0.0012394028,0.006158075,0.0055295345,0.0072899205
202130_at,-0.006444837,0.00584657,-0.00025451492,-0.0006284083
202131_s_at,0.0069935014,-0.0028974698,0.004178535,-0.007259278
202132_at,-0.000993721,0.0011679597,-0.007042504,0.005552364
202133_at,-0.0015469186,-0.0008290254,0.0015289898,0.004727908
202134_s_at,-0.00061355816,-0.003123894,0.0006985617,0.0070669395
202135_s_at,-0.0028234974,0.0060476493,0.0062169456,-0.0023651526
202136_at,-0.0021774333,-0.006755049,0.0010640826,0.0003069653
202137_s_at,8.5989224e-05,-0.0006664826,0.0013050063,-0.006838665
202138_x_at,-0.0037141629,0.0009857026,0.0020055121,-0.0071667465
202139_at,0.0014436907,-0.0054285126,-0.004374159,0.006245667
202140_s_at,0.0017780379,-0.0032496306,0.0038646068,-0.00073790876
202141_s_at,0.001307241,0.0057220086,0.0049561006,-0.0061726863
202142_at,0.0064528813,-0.0028401376,0.005294554,-0.0043135397
202143_s_at,-0.0072412314,-0.00261483,0.0037912016,0.005452474
202144_s_at,-0.008475647,0.0010377731,0.0061180918,-0.001699339
202145_at,-0.004307911,-0.0019764667,0.00063573703,0.0050798585
202146_at,0.0027444712,0.006248815,-0.002424629,-0.0038605896
202147_s_at,0.0023326406,-0.0079550585,0.0064000944,-0.002242053
202148_s_at,-0.00047763516,-0.0034429647,-0.0035649084,0.006168457
202149_at,0.0057123695,-0.0030601516,-0.0069405898,-0.008250569
202150_s_at,-0.0073670154,0.005107715,-0.006511321,-0.0033672866
202151_s_at,-0.00034062183,-0.00022254295,-0.00061958603,-0.007895539
202152_x_at,0.00096904737,0.0044736625,0.00011476981,0.00340709
202153_s_at,0.0023243485,-0.0016907329,-0.0007431262,-0.0069144387
202154_x_at,0.005872458,0.0036518963,-0.0040210118,0.0005839741
202155_s_at,0.007075348,-0.0018224913,-0.005917637,0.006365414
202156_s_at,0.0019304202,0.0042307037,-0.006505094,0.0024932495
202157_s_at,-0.0036174776,-0.0061069042,-0.0062116305,-0.00668503
202158_s_at,0.00050174905,0.0017437364,-0.0031659245,-0.0056986916
202159_at,0.0026517909,0.0035606995,-0.0037911085,0.0005512621
202160_at,0.0027308597,-0.0019436672,-0.0010569316,-0.0014458966
202161_at,0.0024796678,-0.0067187953,0.005665238,-0.0018041303
202162_s_at,-0.0009685366,0.006029213,-0.0035044418,0.006280508
202163_s_at,0.0014680062,0.0051773423,0.004475783,0.001579674
202164_s_at,-0.0018144123,-0.003444277,-0.0075705256,0.00033636394
202165_at,-0.00043472296,0.00071357586,0.00026598692,-0.0002802789
202166_s_at,0.0039788634,-0.0023841355,-0.002926012,-5.386757e-06
202167_s_at,-0.006026275,-0.003937632,0.006154061,-0.0041560014
202168_at,0.002275698,-0.00042911817,-0.002442143,0.0042030257
202169_s_at,-0.006474143,-0.00085350656,-0.0048754383,-2.6939699e-05
202170_s_at,-0.0010792953,0.004023226,0.0049076686,0.0043247966
202171_at,0.0010557993,-0.006400752,-0.002353461,0.0027239183
202172_at,0.004040333,-0.0017927442,-0.005626573,-0.0033002968
202173_s_at,-0.003189362,-0.0035159937,-0.0007704654,-0.0011436084
202174_s_at,-0.0062411553,-0.002395849,-0.00050633453,0.00033678845
202175_at,0.0017977869,0.0044474737,0.0040667565,-0.0071644643
202176_at,-0.002907994,-0.0015293766,-0.0027019028,0.0052225054
202177_at,-0.0041941446,0.006633841,0.005801644,-0.0072939275
202178_at,0.0035109092,-0.0012028916,0.00025316977,-0.006408643
202179_at,0.0022393484,0.0027380816,0.0049745264,0.0019677784
202180_s_at,0.0011148293,0.0037261809,0.0016866765,-0.0047894632
202181_at,-0.007577181,-0.0062330216,0.0065661427,0.004730625
202182_at,0.0006478042,-0.004038353,0.006019798,0.0041202665
202183_s_at,0.00035176432,-0.0041732667,0.0042302758,0.006496626
202184_s_at,-0.0029140455,-0.003942515,-0.003337681,-0.0024942192
202185_at,-0.0072917854,-0.003227202,0.0028820292,0.0031319289
202186_x_at,-0.0061125364,-0.004465352,-0.0012807638,-0.0008998245
202187_s_at,0.0010648689,-0.0047918404,-0.0015445125,-0.00093456585
202188_at,-0.0029106184,-0.0011712139,0.0025201945,0.00039039497
202189_x_at,0.0043225386,0.0023332986,0.0026109063,-0.0064649396
202190_at,0.0075117345,-0.0027729787,-0.0017478998,-0.004359776
202191_s_at,0.0035010676,-0.004979884,-0.0034365386,-0.0054082796
202192_s_at,0.0068322923,0.0038633007,0.00086295564,0.005814951
202193_at,-0.003261633,0.0009866405,8.606071e-06,-0.0016423983
202194_at,-0.00387646,0.0021446925,-0.006848924,0.0061320425
202195_s_at,0.004596101,-0.0030755207,-0.007706732,-0.004744093
202196_s_at,0.0042762286,0.0028913887,-0.0046403743,0.0040114233
202197_at,0.0049885167,-0.003701514,0.0033252814,0.00042348192
202198_s_at,0.0028780412,0.006850132,0.0052382653,0.0012979471
202199_s_at,-0.00552936,0.0051283143,0.0051649865,-0.002471322
202200_s_at,0.00062211254,0.005227051,-0.0038174964,-0.002976384
202201_at,-0.00025690935,0.0058354423,-0.0036734964,0.0049393354
202202_s_at,0.00038641333,-0.003476081,0.0044227573,-0.006702482
202203_s_at,0.0040987865,0.0065410133,-0.004215482,0.0070696576
202204_s_at,0.006946799,0.0024812245,-0.0075797895,-0.0014427912
202205_at,-0.001183796,-0.004265973,-0.0018037263,-0.0062551023
202206_at,0.0059473766,-0.004539469,0.004374792,-0.00066369725
202207_at,0.0065177376,0.0013310858,-0.007337834,-0.0045293164
202208_s_at,0.005212543,3.9968592e-05,0.00063688797,0.0019091637
202209_at,0.0018685679,0.0017048813,-0.0070061362,-0.0042345193
202210_x_at,-0.0026030114,0.0031119606,-0.00392258,-0.003422019
202211_at,0.006429779,0.007227298,0.00022738446,-0.00550029
202212_at,0.0023758626,-0.006335213,0.0012441163,-0.00084465597
202213_s_at,-0.0066659288,0.0029993558,-0.0005870311,-0.0069243335
202214_s_at,-0.006868744,-0.0033745845,0.0007984594,0.0064138747
202215_s_at,0.0046603032,0.0004890419,0.0011084034,0.004219777
202216_x_at,-0.0033436345,-0.005971484,0.002071986,-0.0022762083
202217_at,0.0032920635,-0.0013837011,-0.006774564,-0.000101170335
202218_s_at,-0.0018494399,-0.0039513465,0.008429776,-6.234126e-05
202219_at,-0.0002486455,-0.004976255,0.0065529956,-0.0058904663
202220_at,-0.004841407,0.0053767283,0.0004191355,-0.0031393855
202221_s_at,-0.0055990885,-0.0020828042,0.0011445608,-0.0004411538
202222_s_at,-0.0059919516,0.006563892,0.003485999,-0.00764922
202223_at,0.0034578904,0.0020309994,-0.0051733963,0.0015615752
202224_at,-0.0058089853,0.0020108335,-0.0037495082,0.004671627
202225_at,-0.0029293718,0.0030550105,-0.000961291,0.0031628287
202226_s_at,-0.00318682,0.004159829,-0.0005542118,-0.0049048536
202227_s_at,-0.00046168582,-0.0042700646,-0.0056187385,-0.0004824693
202228_s_at,0.0049989237,0.0046197814,-0.0046221344,-0.005574113
202229_s_at,-0.004946478,-0.0040338803,0.0033446273,0.00038551155
202230_s_at,0.00095455075,0.0018107266,-0.00025422013,-0.00095509336
202231_at,-0.0039921813,0.004260739,0.0044444697,0.005883446
202232_s_at,-0.004021573,0.0002820091,-0.0024424444,0.0019639127
202233_s_at,0.00060291175,-0.0031368493,-0.0074676974,0.0031966073
202234_s_at,-0.0033179654,-0.002691132,-0.0006195261,-0.002190868
202235_at,0.0026656783,0.0021462284,0.0011137916,0.0022987986
202236_s_at,-0.0047578486,-0.001583605,0.004473971,0.0023615966
202237_at,0.0063682436,-0.0020128838,0.005289621,-0.0012592798
202238_s_at,-0.0034054855,-0.005852589,-0.005167458,-0.006154433
202239_at,0.005075837,-0.0026811203,-0.00093404006,-0.0035021706
202240_at,-0.0002483595,0.0009512074,-0.002779277,0.008350332
202241_at,0.0073669576,0.001911492,0.00040053533,0.005288447
202242_at,0.0014273472,-0.006645209,0.002395243,-0.006935096
202243_s_at,-0.005771507,0.000106825064,-0.008068385,-0.004446331
202244_at,-0.00011424819,0.005561445,0.0053845076,-0.0030419105
202245_at,6.2752326e-05,0.0038715424,-0.007391593,0.0025580449
202246_s_at,0.00649128,-0.005747172,0.0026552936,-0.006872808
202247_s_at,-0.0051676305,0.0047297953,-0.0034061186,-0.003743937
202248_at,0.008080733,-0.0029001022,-0.0033119312,0.003062163
202249_s_at,-0.0033105004,0.0053444155,-0.0002843016,0.0022502714
202250_s_at,-0.003917727,-0.0028501553,0.006673057,-0.00061868044
202251_at,-0.0052035186,0.00071169354,0.0015949303,-0.005443845
202252_at,-0.00816823,0.003149351,0.0013174738,-0.0022980103
202253_s_at,0.00410802,0.0012332702,0.004797862,0.004884832
202254_at,-0.0010641111,-0.006564172,0.00288944,0.0016273478
202255_s_at,0.0012278683,0.006412335,0.0030928112,0.00037330698
202256_at,0.004471364,-0.007814165,-0.005954428,0.0044868854
202257_s_at,0.0045377645,-0.0026308366,0.0051769926,0.0042538424
202258_s_at,-0.00096592115,-0.0064502107,-0.00025756875,0.00034695008
202259_s_at,0.0029455596,0.005086239,-0.004342506,-0.0026347127
202260_s_at,-0.0050027226,0.0014027576,0.0059302566,-0.0014958075
202261_at,-0.00807628,-0.004302562,0.0029946908,0.0047501535
202262_x_at,-0.00457416,0.004582606,0.0010697485,0.00052782276
202263_at,-0.0049386546,0.0016870647,-0.0007194672,0.0047430126
202264_s_at,0.0055911853,-0.0014068674,-0.005826811,0.004595454
202265_at,-0.0066099446,-0.005590667,-0.004268339,0.006190198
202266_at,-0.006188405,-0.0036558586,-0.005437861,-0.006472259
202267_at,-0.0030210873,0.005092563,-0.0061871028,-0.0050212
202268_s_at,-0.008409971,-0.0077753253,-0.0005694684,-0.0019997293
202269_x_at,0.002014469,-0.00750156,-0.0019589406,0.002396232
202270_at,0.0024844075,-0.0001804627,-0.0019997368,-0.0010825627
202271_at,-0.0012135638,0.0038142921,-0.00237717,-0.0030611716
202272_s_at,0.003065137,-0.00375026,-0.005188871,-0.0019827366
202273_at,-0.005554248,0.0040081264,0.0009240487,-0.002012889
202274_at,0.0018651211,-0.0050295983,0.0065896017,0.004346884
202275_at,-0.0054819304,-0.0010077225,-0.009253367,0.0011222868
202276_at,-0.0026269923,0.0056305616,-0.006973205,-0.006220045
202277_at,-1.7919142e-07,-0.008103035,-0.00038506647,-0.0039373264
202278_s_at,-0.0011734078,-0.0038296285,-0.0033092203,-0.0012519392
202279_at,-0.004538459,-0.0019951658,-0.0046074144,-0.0072681378
202280_at,-0.0006181028,0.0047502713,0.0011700602,0.0010175615
202281_at,-0.00807745,-0.0051720645,-0.0024191025,0.005195176
202282_at,0.0016306605,0.005439055,0.006019934,-0.0040511205
202283_at,-0.004653723,0.002178698,0.0056471033,0.0028069685
202284_s_at,-0.0072227446,-0.0009639579,-0.0049108188,-0.00085663516
202285_s_at,0.0029898111,-0.004789178,-0.0035318541,0.0048812907
202286_s_at,-0.0017032751,0.00393742,-4.6124146e-06,-0.00444301
202287_s_at,0.007130478,0.00622675,-0.004049999,-0.006474182
202288_at,0.0028146526,-0.00066545396,-0.0026337535,-0.0026682508
202289_s_at,-0.002739639,-0.00042567268,0.0014502961,0.0061047287
202290_at,0.0051480746,-0.0035171972,0.0014041534,0.0048749587
202291_s_at,-0.0028807684,-0.0006728345,0.004600585,0.0013346411
202292_x_at,-0.0028781102,0.0032026442,-0.005954617,0.001328267
202293_at,0.00080350187,-0.0060242135,0.0059561883,0.00068832084
202294_at,0.00042770788,-0.004841833,0.000617304,0.00051778485
202295_s_at,-0.00211582,0.0012413518,-0.002504017,0.0033661965
202296_s_at,-0.0070150117,-0.0011266355,0.00062166335,-0.0007657811
202297_s_at,0.001517223,0.0033969516,-0.0034991358,0.0022541818
202298_at,0.0015837717,0.0048397197,0.005467356,-0.002017737
202299_s_at,-0.0025285003,-0.0022542987,-0.0075253807,-0.0073496997
202300_at,-0.006764196,-0.0063277967,-0.0038306653,-0.005619533
202301_s_at,-0.0068051,0.0027695473,-0.006652473,0.0009494352
202302_s_at,0.0018975413,-0.0057710004,-0.0019312197,0.000990896
202303_x_at,-0.007123255,-0.0019717512,0.004157798,0.006939935
202304_at,0.0027991193,-0.0014879082,0.0014477343,-0.0076120044
202305_s_at,-0.0026554768,-0.0038629991,-0.0046264427,-0.008096418
202306_at,0.00075263943,-0.005558685,0.0038853309,-0.0021407397
202307_s_at,-0.0066694324,0.005179339,0.0022110255,0.0038830107
202308_at,-0.00011879276,0.001709847,0.0054066544,-0.003582587
202309_at,-0.0035877677,0.00043406774,0.0050574713,-0.005527106
202310_s_at,0.0046722293,0.00042831717,-0.0010312393,0.005679236
202311_s_at,-0.0068151196,0.00026711784,-0.005900416,-0.0025519698
202312_s_at,-0.0028870099,0.00607305,0.007472913,0.002145952
202313_at,0.0016062342,-0.0023093922,-0.003144478,0.006466744
202314_at,-0.007898295,0.0011993481,-7.360868e-05,-0.0011657205
202315_s_at,-0.0016463305,-0.0052829916,-0.007873993,0.0025464173
202316_x_at,-0.00016946722,0.0042975796,-0.00072651386,-8.557428e-07
202317_s_at,-0.0065284264,0.0043146014,0.004431993,0.003689191
202318_s_at,-0.0001556223,0.00083956687,-0.001958177,0.003271902
202319_at,-0.0011133248,0.0005882536,0.0067280536,-0.0033808544
202320_at,0.0024783188,-0.004850824,-0.00039684758,0.0010847914
202321_at,0.0016530808,0.00074364775,0.0045680027,-0.0063525513
202322_s_at,-0.0014666411,-0.0035243013,0.0016948477,-0.004265242
202323_s_at,0.006782908,-0.003904313,0.0006363401,0.0042096083
202324_s_at,-0.002050952,-0.0024928895,0.004255715,0.00051937794
202325_s_at,-0.0012013692,-0.0046713757,-0.0036836902,0.005483034
202326_at,0.003977035,-0.0066535785,-0.0020935254,-0.0067808055
202327_s_at,0.0052523497,0.005895856,-0.0033005467,-0.0041700415
202328_s_at,0.0025065234,0.0023147715,-0.0014954159,0.0026091977
202329_at,0.000334292,0.0005120251,-0.0027914164,-0.0028155649
202330_s_at,-0.0016910802,3.9898205e-05,0.0035979818,-0.0059909374
202331_at,-0.0049347216,0.0037766118,0.0038160614,-0.00013042991
202332_at,-0.0028344453,0.0060266578,0.0014948564,-0.0014205663
202333_s_at,-0.007436336,-0.0036414324,-0.007237644,-0.0059450683
202334_s_at,-0.0015111452,-0.00095707056,-0.006061556,-0.0007624075
202335_s_at,0.0077074114,0.0052010594,0.0058353795,0.0006515101
202336_s_at,-0.0039272625,-0.0078101703,0.005832768,0.0028088032
202337_at,-0.009607682,-0.0044001765,-0.0037137987,0.0054739877
202338_at,-0.00077226205,0.00085470016,-0.0062300363,0.0014049421
202339_at,0.001683429,-0.00466522,-0.006823286,0.00022144828
202340_x_at,0.0064749774,0.0029325148,-0.005244018,0.000993281
202341_s_at,0.0006837032,-0.0029563424,0.0065481747,-0.0056115338
202342_s_at,-0.0012429471,-0.0037640422,0.0055960244,-0.008365191
202343_x_at,-0.0026112397,0.0025118084,-0.001428292,0.0043126186
202344_at,0.0073189097,-0.0024787346,-0.0017975742,0.0010523194
202345_s_at,-0.002873558,-0.004746581,-0.0033420497,0.003537786
202346_at,0.0009870655,-0.004848325,0.006511636,-0.0017760603
202347_s_at,-0.007950055,-0.0031988109,-0.0061331466,0.0055946303
202348_s_at,0.0017288664,0.0028112377,0.005417812,0.0018489409
202349_at,-0.0017480548,0.0064122635,-0.0043488853,-0.0030406103
202350_s_at,-0.0035781544,0.0022761794,-0.001495094,0.006064962
202351_at,0.0013527112,-0.0035342602,-0.0031511139,0.00013232649
202352_s_at,0.003177878,-0.0036370703,0.0010178189,0.0046051233
202353_s_at,-0.0004101715,-0.0012297877,0.0002934668,-0.0060025174
202354_s_at,-0.0042968635,0.0022074664,-0.0040136455,0.003084249
202355_s_at,0.0019717475,-0.005451487,-0.007547213,-0.0019546747
202356_s_at,0.0031807092,0.0030054916,-0.0051683923,0.0014459455
202357_s_at,-0.001540385,-0.0017362117,-0.0057690637,-0.004487027
202358_s_at,0.0040082945,0.0048616263,-0.0074624177,0.0014642318
202359_s_at,-0.0010891709,0.0013875389,0.00040202527,-0.0010624273
202360_at,0.0027629768,0.0053784396,-0.0047641974,-0.0016388493
202361_at,-0.0028946572,-0.008220633,0.002693672,-0.0027492526
202362_at,-0.0015052069,-0.0067126313,0.0053160107,0.0034233439
202363_at,-0.0057682293,0.004718809,-0.0015293818,0.0038271071
202364_at,-0.0018224401,0.004811622,0.0033056578,0.004902906
202365_at,0.0020235823,-0.00456629,0.0020313205,-0.0005443658
202366_at,-0.0037276263,0.004460561,-0.0038942962,-0.0066684084
202367_at,-0.007126839,0.0061578965,-0.0040976205,-0.0018410623
202368_s_at,0.00025303228,-0.0009873899,0.006192979,-0.0036228246
202369_s_at,-0.0042662555,0.0041238815,-0.0016680897,0.004217485
202370_s_at,0.0005195176,0.004860356,0.0021062172,0.0013038383
202371_at,-0.0039428985,-0.0003682581,-0.00072252983,-0.00202493
202372_at,-0.0068127266,0.0016527927,0.003832147,-0.007132354
202373_s_at,-0.0071211252,0.0037822044,0.0046841777,0.0026102422
202374_s_at,-0.0026043481,0.003459722,-0.0017983136,0.0040870886
202375_at,0.006672039,0.006492884,0.0037217154,0.0046083895
202376_at,-0.0058349404,-0.0041894154,-0.008114442,0.00042902175
202377_at,-0.0036251093,0.0003150245,-0.0063575036,0.0063715936
202378_s_at,0.00061062345,-0.006804764,0.0051311683,-0.005875011
202379_s_at,0.0014084455,0.0025710554,-0.005112651,0.00496749
202380_s_at,-0.0016268512,0.004252093,-0.0017763923,-0.006665409
202381_at,-0.0059138797,-0.0018775209,-0.005537653,0.004427382
202382_s_at,0.007683006,-0.006789992,-0.005772934,0.006231276
202383_at,0.0063725696,-0.0031122516,-0.0044983104,-0.0031661885
202384_s_at,0.005702516,0.006578071,-0.003443395,-0.005857789
202385_s_at,-0.0050651906,0.00037528484,-0.00056614634,-0.0031524051
202386_s_at,0.00436163,-0.0044547077,0.0005829073,0.00067568116
202387_at,0.003157462,-0.0031294269,-0.007918204,0.0047313217
202388_at,-0.0012655904,-0.003230811,0.0029642107,0.0009052141
202389_s_at,0.0025695506,0.007851137,0.0014586353,0.0054973923
202390_s_at,0.00094848603,-0.0031726202,-0.003220496,0.00068327284
202391_at,0.00014821293,0.006458668,-0.0071958955,0.0031758614
202392_s_at,0.0031120244,-0.004157209,0.00049332005,0.0041391915
202393_s_at,0.0068914467,0.006712747,-0.0019236116,-0.008088003
202394_s_at,-0.0035744256,0.006728262,-0.0055654477,-0.0054012365
202395_at,0.0042781224,0.007027166,-0.0052693454,-0.0041100346
202396_at,-0.0020821549,0.0026343502,-0.003093413,-0.000102186306
202397_at,0.00039457434,-0.003534358,0.00472619,-0.0047066715
202398_at,-0.0001533345,0.0058001443,0.0041773934,0.0064723864
202399_s_at,-0.008516577,0.00457331,0.0024872296,-0.002702166
202400_s_at,-0.0049875076,0.0044338354,0.0054596444,-0.004150006
202401_s_at,0.0013887167,-0.008480341,0.0015882775,-0.0061852564
202402_s_at,0.0030734874,0.0031610213,-0.0060760244,-0.002927016
202403_s_at,0.0057879547,-0.006564534,-0.0033636554,0.0011118052
202404_s_at,-0.0010787841,0.004270281,0.0056330943,-0.005750463
202405_at,0.0048990925,0.002332869,0.0066167205,0.006471981
202406_s_at,0.003956474,0.0028266495,0.0041105067,0.005380224
202407_s_at,-0.004802123,0.0055705076,-0.0006661933,0.0060303886
202408_s_at,-0.005817442,-0.0041104704,0.0024551197,0.0032398775
202409_at,0.0019510915,-0.0031529916,0.0035984162,-0.0027775285
202410_x_at,0.004001353,0.0064549698,0.007231368,-0.0012217811
202411_at,-0.003637301,-0.0030375624,0.0034804037,0.007766639
202412_s_at,0.0059490344,0.0010755,-0.0021682817,0.002612044
202413_s_at,-0.0013321798,0.0037330475,-0.00322091,9.691328e-05
202414_at,0.0037113847,0.0018123961,0.005158918,0.003939788
202415_s_at,-0.00059846847,0.0007245506,0.0030392369,0.00010114901
202416_at,-0.0035730451,-0.006836601,0.0032967788,0.0053536426
202417_at,0.0063070892,-0.0068713827,-0.0070883594,-0.006489059
202418_at,-0.0013305342,-0.0070771296,-0.0006814806,0.00055206934
202419_at,-0.0029255864,-0.0003456759,-0.0072117145,-0.0006221558
202420_s_at,0.0012153675,-0.0030078548,-0.0072947657,-0.0057098484
202421_at,-0.00076774735,0.0056705615,-0.0032167265,-0.004723445
202422_s_at,-0.0053592063,-0.0003385216,0.0022377775,-0.0052653877
202423_at,-0.0040133777,-0.0011153771,0.00188284,0.0007691562
202424_at,0.006751595,-0.007818863,0.001936074,-0.0024288
202425_x_at,0.004799481,0.003822016,-0.002210371,0.0058143274
202426_s_at,-0.0025865166,0.006923336,0.004071761,-0.00036563564
202427_s_at,-0.0021939925,0.0016885574,-0.0044598496,-0.0012189535
202428_x_at,-0.0048697605,-0.0032596653,0.0009809383,0.003473437
202429_s_at,0.0051981495,-0.0021667737,-0.0077786087,-0.0005653734
202430_s_at,-0.0023445883,0.0019789932,-0.0053651845,0.0028435336
202431_s_at,-0.00674909,-0.0013954673,-0.0082104625,0.00053622475
202432_at,-0.0023649598,-0.0038886613,0.0025830357,-0.00013170033
202433_at,-0.005459813,-0.0069119246,5.114873e-05,-0.006426376
202434_s_at,-0.0018845408,-0.0028727832,-0.0021419297,0.0018168862
202435_s_at,-0.0069448664,-0.0018435708,-0.004480307,-0.0006092926
202436_s_at,-0.0061278692,-0.004837811,-0.0053519034,0.000583549
202437_s_at,-0.0039908844,-0.0045196544,0.005916888,-0.000119603246
202438_x_at,-0.008046717,-0.007651076,0.0069621303,-0.0016954847
202439_s_at,-0.0047800625,-0.0024870352,0.0033033523,0.0007948141
202440_s_at,-0.0041759,-0.0070594163,-0.004079327,0.0035005517
202441_at,-0.00054737885,-0.0024391904,0.005593397,-0.00042622682
202442_at,-0.0032312842,0.0027415939,0.0061093154,0.0005242371
202443_x_at,0.00034468234,0.004327995,-0.000981013,-0.0038788537
202444_s_at,-0.0026961465,0.0065126545,0.00082414126,0.0077584404
202445_s_at,0.0064416514,-0.0013789717,0.0016067134,-0.004293546
202446_s_at,0.005237196,0.0026191783,-0.0028841589,-0.001498453
202447_at,-0.0039394945,0.0026083256,-0.0065316726,-0.0048317914
202448_s_at,0.0072648255,-0.0052355505,-0.00044182056,0.004818896
202449_s_at,0.0038501488,0.0021085346,0.0057851616,0.0047605173
